Date,Close,Open,High,Low,Volume,Change %,Vol.
3/11/2011,3247.38,3263.08,3290.7,3240.18,67210,-1.00%,67.21
3/14/2011,3262.92,3238.91,3263.91,3230.11,63690,0.48%,63.69
3/15/2011,3203.96,3250.59,3250.59,3147.96,96030,-1.81%,96.03
3/16/2011,3248.2,3204.92,3250.88,3202.93,78860,1.38%,78.86
3/17/2011,3197.1,3216.29,3240.38,3185.08,85690,-1.57%,85.69
3/18/2011,3215.68,3228.91,3239.96,3205.14,61340,0.58%,61.34
3/21/2011,3207.11,3220.68,3236.28,3194.14,59110,-0.27%,59.11
3/22/2011,3222.96,3217.8,3227.8,3175.93,57250,0.49%,57.25
3/23/2011,3264.93,3222.32,3267,3216.65,72080,1.30%,72.08
3/24/2011,3251.36,3269.57,3273.37,3250.02,61300,-0.42%,61.3
3/25/2011,3294.48,3256.18,3304.26,3254.68,86900,1.33%,86.9
3/28/2011,3290.57,3307.41,3328.07,3286.86,97680,-0.12%,97.68
3/29/2011,3257.98,3288.56,3309.2,3256.34,105280,-0.99%,105.28
3/30/2011,3256.08,3256.72,3274.98,3233.11,78340,-0.06%,78.34
3/31/2011,3223.29,3257.16,3264.96,3210.17,64500,-1.01%,64.5
4/1/2011,3272.73,3227.56,3272.77,3220.91,63100,1.53%,63.1
4/6/2011,3311.07,3269.19,3315.3,3268.76,105820,1.17%,105.82
4/7/2011,3324.42,3313.47,3330.8,3302.82,84680,0.40%,84.68
4/8/2011,3353.36,3321.54,3353.89,3314.09,73930,0.87%,73.93
4/11/2011,3333.43,3363.37,3380.53,3331.17,104420,-0.59%,104.42
4/12/2011,3326.77,3324.75,3350.16,3307.48,101940,-0.20%,101.94
4/13/2011,3372.03,3311.32,3372.03,3296.51,87040,1.36%,87.04
4/14/2011,3353.56,3374.32,3378.7,3347.49,88970,-0.55%,88.97
4/15/2011,3358.94,3345.13,3378.11,3323.56,78520,0.16%,78.52
4/18/2011,3359.44,3346.15,3372.9,3335.6,86580,0.01%,86.58
4/19/2011,3295.81,3334.91,3334.91,3290.74,85110,-1.89%,85.11
4/20/2011,3295.76,3300.42,3311.72,3281.83,72340,0.00%,72.34
4/21/2011,3317.37,3312.27,3330.24,3301.94,73240,0.66%,73.24
4/22/2011,3299.94,3317.08,3325.46,3291.64,67170,-0.53%,67.17
4/25/2011,3249.57,3292.48,3292.48,3247.69,74420,-1.53%,74.42
4/26/2011,3230.96,3242.53,3257.8,3216.21,59100,-0.57%,59.1
4/27/2011,3209.5,3242.62,3256.41,3189.04,62440,-0.66%,62.44
4/28/2011,3161.78,3224.41,3237.19,3160.41,65050,-1.49%,65.05
4/29/2011,3192.72,3161.16,3193.6,3147.14,53680,0.98%,53.68
5/3/2011,3211.13,3192.84,3212.05,3164.93,55000,0.58%,55
5/4/2011,3129.03,3192.84,3193.45,3120.96,66720,-2.56%,66.72
5/5/2011,3126.12,3115,3136.9,3105.85,52570,-0.09%,52.57
5/6/2011,3121.4,3093.81,3141.68,3083.91,55350,-0.15%,55.35
5/9/2011,3129.76,3126.26,3149.94,3118.14,46030,0.27%,46.03
5/10/2011,3153.22,3135.15,3153.3,3121.75,40930,0.75%,40.93
5/11/2011,3145.09,3153.65,3164.65,3127.49,47690,-0.26%,47.69
5/12/2011,3101.6,3123.16,3142.4,3101.14,48800,-1.38%,48.8
5/13/2011,3128.09,3105.3,3128.44,3080.19,46900,0.85%,46.9
5/16/2011,3100.46,3120.44,3137.6,3098.78,45190,-0.88%,45.19
5/17/2011,3116.03,3097.07,3136.23,3076.95,51200,0.50%,51.2
5/18/2011,3139.38,3109.29,3145.7,3106.55,39640,0.75%,39.64
5/19/2011,3120.64,3148.35,3154.93,3118.62,43110,-0.60%,43.11
5/20/2011,3121.6,3120.58,3133.43,3113.27,38470,0.03%,38.47
5/23/2011,3022.98,3115.31,3115.31,3021.45,55900,-3.16%,55.9
5/24/2011,3026.22,3013.72,3029.75,2999.89,41610,0.11%,41.61
5/25/2011,2990.34,3020.32,3030.99,2988.09,39290,-1.19%,39.29
5/26/2011,2978.38,3011.47,3021.2,2977.6,37000,-0.40%,37
5/27/2011,2963.31,2980.72,2996.61,2962.07,42770,-0.51%,42.77
5/30/2011,2954.51,2956.57,2982.58,2942.36,34670,-0.30%,34.67
5/31/2011,3001.56,2958.61,3001.73,2946.15,39690,1.59%,39.69
6/1/2011,3004.17,2996.09,3006.56,2985.71,38420,0.09%,38.42
6/2/2011,2955.7,2970.63,2984.49,2923.02,52620,-1.61%,52.62
6/3/2011,2986.35,2951.58,2993.89,2951.2,39080,1.04%,39.08
6/7/2011,3004.26,2977.68,3006.57,2974.36,36850,0.60%,36.85
6/8/2011,3008.65,3003.58,3012.81,2965.92,42910,0.15%,42.91
6/9/2011,2951.89,3000.4,3004.06,2951.89,47500,-1.89%,47.5
6/10/2011,2961.93,2947.93,2964.08,2925.87,42200,0.34%,42.2
6/13/2011,2950.35,2940.39,2957.52,2921.75,38350,-0.39%,38.35
6/14/2011,2993.56,2947.66,3000.53,2943.53,55980,1.46%,55.98
6/15/2011,2963.12,2984.96,2999.15,2963.11,44390,-1.02%,44.39
6/16/2011,2917.58,2939.68,2946.82,2915.4,41140,-1.54%,41.14
6/17/2011,2892.16,2916.41,2934.06,2891.01,41180,-0.87%,41.18
6/20/2011,2874.9,2888.93,2896.08,2862.41,37990,-0.60%,37.99
6/21/2011,2909.07,2883.35,2909.57,2877.05,42040,1.19%,42.04
6/22/2011,2908.58,2913.67,2921.03,2894.18,37320,-0.02%,37.32
6/23/2011,2957.63,2899.01,2966.54,2888.68,45940,1.69%,45.94
6/24/2011,3027.47,2946.61,3047.94,2944.05,85460,2.36%,85.46
6/27/2011,3036.49,3028.5,3056.02,3019.24,65620,0.30%,65.62
6/28/2011,3041.73,3040.18,3046.8,3014,55770,0.17%,55.77
6/29/2011,3000.17,3039.05,3043.82,2999.95,53480,-1.37%,53.48
6/30/2011,3044.09,3003.23,3058.62,3003.23,62500,1.46%,62.5
7/1/2011,3049.74,3052.12,3071.21,3034.07,56770,0.19%,56.77
7/4/2011,3121.98,3064.93,3124.58,3064.93,80460,2.37%,80.46
7/5/2011,3122.5,3122.9,3128.53,3105.09,67760,0.02%,67.76
7/6/2011,3113.71,3116.12,3116.12,3084.83,61560,-0.28%,61.56
7/7/2011,3101.68,3123.29,3140.1,3101.1,71810,-0.39%,71.81
7/8/2011,3109.18,3105.49,3124.39,3093.37,51280,0.24%,51.28
7/11/2011,3113.21,3097.87,3121,3086.26,47920,0.13%,47.92
7/12/2011,3056.91,3089.14,3090.1,3054.8,57110,-1.81%,57.11
7/13/2011,3106.25,3060.42,3108.5,3060.42,54110,1.61%,54.11
7/14/2011,3115.74,3112.59,3126.15,3092.47,60320,0.31%,60.32
7/15/2011,3128.89,3105.5,3130.78,3097.34,61550,0.42%,61.55
7/18/2011,3122.6,3131.8,3137.92,3113.67,60690,-0.20%,60.69
7/19/2011,3095.12,3108.47,3109.92,3088.38,53390,-0.88%,53.39
7/20/2011,3091.57,3113.7,3119.54,3071.85,44120,-0.11%,44.12
7/21/2011,3059.14,3092.27,3099.28,3058.26,44090,-1.05%,44.09
7/22/2011,3067.99,3066.19,3083.19,3059.6,37260,0.29%,37.26
7/25/2011,2968.29,3050.9,3050.9,2958.88,67180,-3.25%,67.18
7/26/2011,2977.77,2965.72,2980.86,2957.61,43520,0.32%,43.52
7/27/2011,3000.05,2961.58,3002.69,2951.52,48390,0.75%,48.39
7/28/2011,2981,2973.64,2984.38,2956.71,48140,-0.63%,48.14
7/29/2011,2972.08,2981.02,2995.97,2948.08,46300,-0.30%,46.3
8/1/2011,2977.72,2969.11,2991.05,2958.83,33890,0.19%,33.89
8/2/2011,2956.38,2958.85,2958.85,2919.01,38980,-0.72%,38.98
8/3/2011,2954.87,2930.19,2969.13,2927.1,38670,-0.05%,38.67
8/4/2011,2960.31,2962.91,2983.01,2951.84,32990,0.18%,32.99
8/5/2011,2897.42,2881.74,2916.41,2868.16,49320,-2.12%,49.32
8/8/2011,2793.9,2864.51,2888.77,2747.97,71520,-3.57%,71.52
8/9/2011,2798.19,2720.95,2812.77,2697.06,69840,0.15%,69.84
8/10/2011,2824.12,2845.35,2858.55,2820.12,58660,0.93%,58.66
8/11/2011,2866.92,2779.72,2867.31,2777.76,59000,1.52%,59
8/12/2011,2875.36,2881.55,2894.22,2868.87,57200,0.29%,57.2
8/15/2011,2917.88,2883.17,2917.88,2870.19,59880,1.48%,59.88
8/16/2011,2897.58,2920.83,2932.14,2888.33,50960,-0.70%,50.96
8/17/2011,2886.01,2893.85,2910.84,2881.63,39180,-0.40%,39.18
8/18/2011,2834.25,2887.1,2890,2832.27,40770,-1.79%,40.77
8/19/2011,2807.66,2789.35,2814.1,2782.56,43260,-0.94%,43.26
8/22/2011,2777.79,2809.33,2829.69,2768.42,34210,-1.06%,34.21
8/23/2011,2821,2788.7,2821,2777.29,32620,1.56%,32.62
8/24/2011,2810.02,2834.58,2845.47,2804.82,35300,-0.39%,35.3
8/25/2011,2903.84,2818.7,2904.44,2815.91,72220,3.34%,72.22
8/26/2011,2901.22,2889.38,2907.4,2876.83,45600,-0.09%,45.6
8/29/2011,2852.81,2875.78,2875.78,2847.48,44270,-1.67%,44.27
8/30/2011,2841.74,2875.14,2901.73,2838.33,43140,-0.39%,43.14
8/31/2011,2846.78,2843.99,2855.3,2823.77,32110,0.18%,32.11
9/1/2011,2834.53,2852.39,2869.25,2825.96,30120,-0.43%,30.12
9/2/2011,2803.85,2828.84,2836.62,2790.77,29320,-1.08%,29.32
9/5/2011,2743.82,2780.83,2780.83,2743.38,32010,-2.14%,32.01
9/6/2011,2723.3,2727.75,2745.36,2711.07,29710,-0.75%,29.71
9/7/2011,2779.09,2738.79,2779.2,2730.05,33270,2.05%,33.27
9/8/2011,2756.11,2788.83,2789.11,2755.8,26840,-0.83%,26.84
9/9/2011,2751.09,2770.15,2796.35,2739.62,27070,-0.18%,27.07
9/13/2011,2720.28,2712.44,2726.18,2698.66,26710,-1.12%,26.71
9/14/2011,2733.11,2729.26,2736.91,2677.13,30430,0.47%,30.43
9/15/2011,2729.05,2734.55,2754.19,2728.91,31170,-0.15%,31.17
9/16/2011,2733.99,2744.22,2755.89,2728.99,27560,0.18%,27.56
9/19/2011,2679.27,2718.32,2718.32,2678.8,29090,-2.00%,29.09
9/20/2011,2689.84,2675.04,2702.28,2664.1,25600,0.39%,25.6
9/21/2011,2771.01,2691.7,2778.35,2677.35,56190,3.02%,56.19
9/22/2011,2685.69,2745.15,2754.92,2684.94,47100,-3.08%,47.1
9/23/2011,2669.48,2644.29,2681.23,2631.43,42590,-0.60%,42.59
9/26/2011,2610.92,2645.24,2679.56,2603.11,39180,-2.19%,39.18
9/27/2011,2637.88,2634.93,2652.56,2613.42,35020,1.03%,35.02
9/28/2011,2610.59,2654.83,2660.1,2602.63,34170,-1.03%,34.17
9/29/2011,2588.18,2593.56,2615.14,2577.29,37090,-0.86%,37.09
9/30/2011,2581.35,2595.58,2607.57,2572.19,32050,-0.26%,32.05
10/10/2011,2557.08,2588.35,2595.32,2552.28,28330,-0.94%,28.33
10/11/2011,2551.99,2625.16,2635.69,2526.65,45030,-0.20%,45.03
10/12/2011,2644.76,2537.4,2647.01,2523.34,65950,3.64%,65.95
10/13/2011,2662.6,2636.86,2672.91,2629.41,60430,0.67%,60.43
10/14/2011,2653.78,2655.36,2665.44,2629.88,38340,-0.33%,38.34
10/17/2011,2666.95,2658.95,2687.1,2653.38,36160,0.50%,36.16
10/18/2011,2592.21,2646.84,2651.73,2589.2,39370,-2.80%,39.37
10/19/2011,2583.08,2599.92,2617.41,2580.66,31120,-0.35%,31.12
10/20/2011,2520.53,2566.6,2570.1,2500.49,39840,-2.42%,39.84
10/21/2011,2507.88,2522.26,2538.12,2504.69,29840,-0.50%,29.84
10/24/2011,2576.67,2517.06,2581.12,2501.96,46350,2.74%,46.35
10/25/2011,2625.43,2572.71,2633.97,2560.05,57970,1.89%,57.97
10/26/2011,2651.65,2613.27,2679.66,2611.01,73100,1.00%,73.1
10/27/2011,2657.48,2658.43,2672.84,2647.3,48820,0.22%,48.82
10/28/2011,2709.02,2694.54,2729.14,2689.38,71640,1.94%,71.64
10/31/2011,2695.31,2704.53,2709.32,2680.99,50410,-0.51%,50.41
11/1/2011,2697.53,2672.51,2726.09,2669.05,55210,0.08%,55.21
11/2/2011,2742.39,2658.55,2742.94,2653.72,64360,1.66%,64.36
11/3/2011,2744.3,2752.63,2781.04,2743.2,84820,0.07%,84.82
11/4/2011,2763.75,2770.57,2781.99,2748.98,61960,0.71%,61.96
11/7/2011,2736.25,2750.99,2769.3,2733.17,45380,-1.00%,45.38
11/8/2011,2727.71,2745.06,2756.09,2723.69,47880,-0.31%,47.88
11/9/2011,2751.65,2739.15,2755.81,2710.05,46880,0.88%,46.88
11/10/2011,2699.59,2720.84,2729.57,2698.31,51170,-1.89%,51.17
11/11/2011,2695,2705.24,2713.91,2685.1,36640,-0.17%,36.64
11/14/2011,2750.2,2717.54,2751.88,2714.86,46390,2.05%,46.39
11/15/2011,2744.68,2746.77,2754,2732.91,41760,-0.20%,41.76
11/16/2011,2670.12,2745.86,2746.29,2659.15,55950,-2.72%,55.95
11/17/2011,2662.02,2671.95,2687.83,2660.65,35250,-0.30%,35.25
11/18/2011,2606.49,2643.67,2646.21,2601.18,42420,-2.09%,42.42
11/21/2011,2609.69,2608.56,2613.26,2587.74,27970,0.12%,27.97
11/22/2011,2609.47,2592.23,2611.15,2580.78,29070,-0.01%,29.07
11/23/2011,2584.01,2613.29,2617.09,2578.16,28530,-0.98%,28.53
11/24/2011,2588.91,2565.69,2604.24,2557.7,30320,0.19%,30.32
11/25/2011,2569.97,2585.14,2598.39,2563.65,23910,-0.73%,23.91
11/28/2011,2573.32,2578.34,2589.35,2562.49,25670,0.13%,25.67
11/29/2011,2608.57,2595.09,2609.19,2580.29,30030,1.37%,30.03
11/30/2011,2521.52,2600.1,2601.9,2507.18,42350,-3.34%,42.35
12/1/2011,2583.61,2596.15,2630.66,2577.72,63520,2.46%,63.52
12/2/2011,2557.31,2570.56,2575.69,2543.53,32180,-1.02%,32.18
12/5/2011,2521.39,2561.2,2561.2,2517.18,32060,-1.40%,32.06
12/6/2011,2516.34,2515.04,2525.67,2499.57,26300,-0.20%,26.3
12/7/2011,2528.23,2517.34,2534.53,2509.78,23260,0.47%,23.26
12/8/2011,2525,2525.04,2549.1,2494.69,27780,-0.13%,27.78
12/9/2011,2503.46,2506.62,2525.16,2496.97,24030,-0.85%,24.03
12/12/2011,2477.69,2497.92,2502.05,2476.12,21900,-1.03%,21.9
12/13/2011,2421.93,2467.02,2472.66,2418.67,35720,-2.25%,35.72
12/14/2011,2397.48,2415.94,2433.55,2392.3,25320,-1.01%,25.32
12/15/2011,2340.79,2382.44,2384.47,2340.45,36750,-2.36%,36.75
12/16/2011,2390.13,2339.98,2390.38,2332.14,36300,2.11%,36.3
12/19/2011,2384.41,2370.42,2387.89,2321.66,37910,-0.24%,37.91
12/20/2011,2377.07,2376.71,2412.57,2373.86,32400,-0.31%,32.4
12/21/2011,2339.11,2397.28,2404.78,2337.69,31210,-1.60%,31.21
12/22/2011,2341.34,2325.27,2358.47,2294.61,36680,0.10%,36.68
12/23/2011,2359.16,2337.38,2382.71,2331.96,33160,0.76%,33.16
12/26/2011,2335.7,2345.55,2369.82,2334.79,28220,-0.99%,28.22
12/27/2011,2305.03,2332.83,2346.38,2302.41,29280,-1.31%,29.28
12/28/2011,2307.93,2295.87,2309.64,2267.11,32880,0.13%,32.88
12/29/2011,2311.36,2297.29,2323.49,2293.87,30890,0.15%,30.89
12/30/2011,2345.74,2318.67,2349.03,2318.67,35870,1.49%,35.87
1/4/2012,2298.75,2361.5,2365.99,2298.3,34350,-2.00%,34.35
1/5/2012,2276.39,2290.78,2316.66,2272.15,43020,-0.97%,43.02
1/6/2012,2290.6,2274.35,2291.89,2254.57,35200,0.62%,35.2
1/9/2012,2368.57,2291.18,2368.89,2271.72,54730,3.40%,54.73
1/10/2012,2447.35,2365.77,2449.95,2361.28,81160,3.33%,81.16
1/11/2012,2435.61,2444.76,2453.15,2423.32,58710,-0.48%,58.71
1/12/2012,2435.22,2426.82,2464.38,2423.32,47120,-0.02%,47.12
1/13/2012,2394.33,2438.41,2445.79,2374.55,45510,-1.68%,45.51
1/16/2012,2345.65,2376.95,2394.5,2345.63,30530,-2.03%,30.53
1/17/2012,2460.6,2347.57,2462.43,2329.25,64210,4.90%,64.21
1/18/2012,2422.19,2464.92,2485.5,2414.53,63890,-1.56%,63.89
1/19/2012,2468.35,2423.86,2480.21,2414.99,55620,1.91%,55.62
1/20/2012,2504.09,2476.73,2510.34,2462.59,54530,1.45%,54.53
1/30/2012,2460.72,2508.88,2508.88,2460.4,43520,-1.73%,43.52
1/31/2012,2464.26,2462.34,2472.84,2447.77,30700,0.14%,30.7
2/1/2012,2428.99,2458.23,2481.66,2423.45,35020,-1.43%,35.02
2/2/2012,2486.24,2437.47,2486.24,2429.71,42070,2.36%,42.07
2/3/2012,2506.09,2478.34,2514.64,2470.28,49950,0.80%,49.95
2/6/2012,2504.32,2511.17,2520.76,2488.71,45080,-0.07%,45.08
2/7/2012,2457.95,2489.03,2489.03,2441.7,39680,-1.85%,39.68
2/8/2012,2528.24,2456.42,2534.16,2451,56190,2.86%,56.19
2/9/2012,2529.23,2525.59,2546.03,2513.13,59300,0.04%,59.3
2/10/2012,2533.62,2521.68,2560.03,2521.16,61580,0.17%,61.58
2/13/2012,2531.98,2504.41,2553.45,2496.3,51910,-0.06%,51.91
2/14/2012,2522.11,2528.97,2533.26,2506.54,40430,-0.39%,40.43
2/15/2012,2549.61,2515.83,2562.07,2511.29,58090,1.09%,58.09
2/16/2012,2536.07,2544.64,2559.34,2519.04,54400,-0.53%,54.4
2/17/2012,2537.09,2551.82,2558.34,2522.86,39000,0.04%,39
2/20/2012,2540.71,2571.91,2574.75,2539.9,56150,0.14%,56.15
2/21/2012,2562.45,2544.84,2562.91,2520.79,47900,0.86%,47.9
2/22/2012,2597.48,2564.32,2598.86,2560.34,76380,1.37%,76.38
2/23/2012,2606.26,2595.78,2614.54,2590.52,70380,0.34%,70.38
2/24/2012,2648.02,2607.34,2648.02,2602.78,86000,1.60%,86
2/27/2012,2656.57,2658.12,2693.84,2656.57,101510,0.32%,101.51
2/28/2012,2662.46,2652.34,2671.83,2641.46,77590,0.22%,77.59
2/29/2012,2634.14,2655.86,2666.65,2631.78,59120,-1.06%,59.12
3/1/2012,2633.34,2622.74,2647.78,2621.86,42150,-0.03%,42.15
3/2/2012,2679.93,2637.96,2679.93,2637.96,64120,1.77%,64.12
3/5/2012,2662.7,2687.74,2694.61,2660.95,71400,-0.64%,71.4
3/6/2012,2621.05,2654.8,2657.96,2615.6,62450,-1.56%,62.45
3/7/2012,2603.01,2596.48,2628.59,2594.13,56950,-0.69%,56.95
3/8/2012,2635.79,2612.4,2645.95,2612.4,57550,1.26%,57.55
3/9/2012,2664.3,2644.1,2664.41,2631.41,55260,1.08%,55.26
3/12/2012,2654.4,2663.24,2666.43,2636.42,62330,-0.37%,62.33
3/13/2012,2681.07,2653.68,2681.33,2649.17,58400,1.00%,58.4
3/14/2012,2605.11,2694.47,2705.75,2595.34,108430,-2.83%,108.43
3/15/2012,2585.55,2602.66,2618.25,2575.44,72570,-0.75%,72.57
3/16/2012,2623.52,2591.8,2624.32,2577.24,58090,1.47%,58.09
3/19/2012,2630.01,2617.66,2631.05,2598.63,57650,0.25%,57.65
3/20/2012,2584.45,2622.66,2622.66,2584.02,58110,-1.73%,58.11
3/21/2012,2587.79,2597.38,2613.27,2569.07,58000,0.13%,58
3/22/2012,2583.75,2586.94,2599.24,2570.45,44930,-0.16%,44.93
3/23/2012,2552.94,2575.33,2578.82,2544.53,43330,-1.19%,43.33
3/26/2012,2555.44,2551.43,2562.93,2540.7,31820,0.10%,31.82
3/27/2012,2547.14,2565.55,2571.9,2544.37,35950,-0.32%,35.95
3/28/2012,2474.9,2538.46,2540.42,2471.03,50010,-2.84%,50.01
3/29/2012,2443.12,2463.69,2476.48,2429.73,46130,-1.28%,46.13
3/30/2012,2454.9,2447.94,2461.98,2438.49,37030,0.48%,37.03
4/5/2012,2512.83,2449.21,2517.39,2441.27,54330,2.36%,54.33
4/6/2012,2519.83,2509.45,2525.53,2502.7,42370,0.28%,42.37
4/9/2012,2495.15,2510.53,2518.38,2491.59,35370,-0.98%,35.37
4/10/2012,2519.79,2490.28,2519.81,2459.35,41340,0.99%,41.34
4/11/2012,2520.04,2494.52,2541.13,2489.32,42510,0.01%,42.51
4/12/2012,2570.44,2522.83,2570.84,2516.57,56490,2.00%,56.49
4/13/2012,2580.45,2575.05,2593.79,2570.03,53090,0.39%,53.09
4/16/2012,2574.04,2564.23,2586.2,2559.78,40840,-0.25%,40.84
4/17/2012,2541.88,2572.36,2578.76,2541.53,37820,-1.25%,37.82
4/18/2012,2599.91,2550.91,2602.11,2546,58690,2.28%,58.69
4/19/2012,2596.06,2598.33,2606.86,2585.3,46450,-0.15%,46.45
4/20/2012,2626.84,2591.51,2627.38,2589.35,61450,1.19%,61.45
4/23/2012,2606.04,2624.75,2632.09,2599.11,58670,-0.79%,58.67
4/24/2012,2604.87,2594.8,2640.3,2559.46,71140,-0.04%,71.14
4/25/2012,2625.99,2598.23,2631.44,2593.33,62470,0.81%,62.47
4/26/2012,2631.49,2632.72,2643.77,2617.09,58970,0.21%,58.97
4/27/2012,2626.16,2630.55,2637.92,2623.6,48230,-0.20%,48.23
5/2/2012,2683.49,2660.67,2697.95,2643.53,80150,2.18%,80.15
5/3/2012,2691.52,2679.52,2693.88,2675.81,59360,0.30%,59.36
5/4/2012,2715.88,2689.62,2716.03,2677.14,63220,0.91%,63.22
5/7/2012,2717.78,2699.45,2717.78,2694.32,68550,0.07%,68.55
5/8/2012,2709.12,2717.41,2717.82,2683.56,63110,-0.32%,63.11
5/9/2012,2657.51,2685.19,2685.19,2655.32,58400,-1.91%,58.4
5/10/2012,2657.21,2657.87,2667.68,2649.38,46960,-0.01%,46.96
5/11/2012,2636.92,2652.31,2666.57,2636.52,41010,-0.76%,41.01
5/14/2012,2615.53,2653.81,2656.28,2613.35,52080,-0.81%,52.08
5/15/2012,2617.37,2597.64,2618.18,2591.6,45770,0.07%,45.77
5/16/2012,2574.65,2610.16,2612.62,2574.08,43280,-1.63%,43.28
5/17/2012,2613.94,2577.96,2619.59,2571.2,43730,1.53%,43.73
5/18/2012,2573.98,2595.55,2603.19,2567.3,43420,-1.53%,43.42
5/21/2012,2587.23,2572.37,2604.22,2563.97,38600,0.51%,38.6
5/22/2012,2627.53,2598.17,2627.6,2597.6,42770,1.56%,42.77
5/23/2012,2616.87,2621.79,2635.78,2598.29,43720,-0.41%,43.72
5/24/2012,2595.26,2613.09,2630.41,2588.21,42840,-0.83%,42.84
5/25/2012,2573.1,2595.26,2602.17,2565.65,39270,-0.85%,39.27
5/28/2012,2614.69,2562.6,2614.85,2545.34,56340,1.62%,56.34
5/29/2012,2650.85,2615.14,2658.26,2612.56,72140,1.38%,72.14
5/30/2012,2642.26,2646.37,2655.16,2636.52,51860,-0.32%,51.86
5/31/2012,2632.04,2623.16,2645.59,2617.23,44110,-0.39%,44.11
6/1/2012,2633,2633.6,2653.86,2623.29,44190,0.04%,44.19
6/4/2012,2559.03,2598.73,2608.32,2558.92,52480,-2.81%,52.48
6/5/2012,2558.84,2565.19,2573.89,2548.76,37780,-0.01%,37.78
6/6/2012,2557.4,2564.23,2573.74,2547.33,33860,-0.06%,33.86
6/7/2012,2542.18,2579.43,2584.04,2536.26,34840,-0.60%,34.84
6/8/2012,2524.33,2558.84,2559.13,2520.41,43860,-0.70%,43.86
6/11/2012,2558.26,2529.6,2565.43,2523.77,40100,1.34%,40.1
6/12/2012,2540.18,2543.76,2553.91,2529.95,37940,-0.71%,37.94
6/13/2012,2580.64,2546.79,2581.11,2539.63,45020,1.59%,45.02
6/14/2012,2560.42,2573.33,2584.71,2558.57,40250,-0.78%,40.25
6/15/2012,2568.05,2565.19,2580.17,2538.57,42790,0.30%,42.79
6/18/2012,2581.21,2576.63,2593.22,2572.99,35690,0.51%,35.69
6/19/2012,2558.62,2577.36,2577.36,2556.1,32700,-0.88%,32.7
6/20/2012,2552.61,2563.64,2570.66,2549.44,29850,-0.23%,29.85
6/21/2012,2512.18,2547.05,2547.05,2502.42,35400,-1.58%,35.4
6/25/2012,2456.52,2501.16,2501.16,2455.01,40110,-2.22%,40.11
6/26/2012,2454.91,2442.56,2465.12,2434.64,31730,-0.07%,31.73
6/27/2012,2447.2,2452.67,2470.76,2444.34,30010,-0.31%,30.01
6/28/2012,2425.73,2451.66,2459.19,2425.24,30540,-0.88%,30.54
6/29/2012,2461.61,2418.86,2462.82,2417.49,38000,1.48%,38
7/2/2012,2465.24,2473.55,2473.97,2452.99,40510,0.15%,40.51
7/3/2012,2468.72,2464.85,2490.55,2457.45,38690,0.14%,38.69
7/4/2012,2464.92,2474.53,2481.34,2455.99,34450,-0.15%,34.45
7/5/2012,2430.37,2450.3,2450.3,2420,34730,-1.40%,34.73
7/6/2012,2472.61,2435.06,2477.23,2420.36,49610,1.74%,49.61
7/9/2012,2416.04,2455.89,2470.2,2414.95,49220,-2.29%,49.22
7/10/2012,2406.71,2411,2426.53,2402.37,35550,-0.39%,35.55
7/11/2012,2425.57,2402.18,2427.8,2402.15,37620,0.78%,37.62
7/12/2012,2449.18,2420.04,2460.56,2404.58,56720,0.97%,56.72
7/13/2012,2450.63,2441.01,2467.99,2438.98,36730,0.06%,36.73
7/16/2012,2399.73,2452.59,2452.59,2399.61,42770,-2.08%,42.77
7/17/2012,2414.2,2391.9,2421.93,2391.28,33420,0.60%,33.42
7/18/2012,2414.34,2412.06,2420.78,2373.65,41750,0.01%,41.75
7/19/2012,2424.32,2407.44,2444.06,2401.29,46950,0.41%,46.95
7/20/2012,2398.45,2415.71,2423.8,2392.18,37620,-1.07%,37.62
7/23/2012,2365.43,2379.89,2379.89,2357.51,32390,-1.38%,32.39
7/24/2012,2375.99,2353.22,2392.35,2352.8,30310,0.45%,30.31
7/25/2012,2360.08,2368.38,2381.04,2357.47,24900,-0.67%,24.9
7/26/2012,2347.49,2360.13,2374.87,2344.7,31310,-0.53%,31.31
7/27/2012,2349.11,2353.94,2364.98,2341.29,31090,0.07%,31.09
7/30/2012,2335.79,2350.78,2367.03,2334,30490,-0.57%,30.49
7/31/2012,2332.92,2336.88,2350.07,2329.51,32100,-0.12%,32.1
8/1/2012,2358.65,2332.13,2371.12,2331.95,31420,1.10%,31.42
8/2/2012,2334.88,2354.07,2358.56,2325.61,31520,-1.01%,31.52
8/3/2012,2353.74,2340.25,2354.16,2329.93,29770,0.81%,29.77
8/6/2012,2385.61,2350.12,2388.36,2348.12,41820,1.35%,41.82
8/7/2012,2388.87,2383.26,2390.78,2379.45,38290,0.14%,38.29
8/8/2012,2389.8,2390.96,2405.18,2382.82,37810,0.04%,37.81
8/9/2012,2411.7,2388.43,2412.14,2378.85,35660,0.92%,35.66
8/10/2012,2399.75,2409.94,2413.42,2395.91,34700,-0.50%,34.7
8/13/2012,2351.93,2394.5,2394.5,2350.81,44780,-1.99%,44.78
8/14/2012,2357.02,2352.66,2357.85,2324.91,39850,0.22%,39.85
8/15/2012,2331.61,2350.02,2350.02,2330.15,30580,-1.08%,30.58
8/16/2012,2319.67,2327.91,2335.4,2317.06,25900,-0.51%,25.9
8/17/2012,2313.48,2318.43,2322.89,2295.16,26070,-0.27%,26.07
8/20/2012,2301.79,2294.9,2307.41,2279.95,27400,-0.51%,27.4
